Casper (1995);0.6655723184590545,0.1781039461639401,;
City, The (1998);0.6054495845485249,0.5934258067400671,;
Slaves to the Underground (1997);0.4979733255965415,0.4091163232722594,;
Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982);0.39307063835803996,0.8374396476279915,;
Pete's Dragon (1977);0.5767371038142823,0.3206745694525183,;
Bone Collector, The (1999);0.8224048539644863,0.2155793111780739,;
X-Files: Fight the Future, The (1998);0.6723336805750747,0.45108459949270513,;
Big Bully (1996);0.5465397378821885,-0.08083062102149519,;
Easy Money (1983);0.6051066723287981,0.33107393161922694,;
Dracula (1958);0.4750383264568896,0.6272727820395638,;
Autopsy (Macchie Solari) (1975);0.1623705487898929,0.11607981266767076,;
Telling You (1998);0.4441894719111301,0.3500309408873732,;
Keeping the Faith (2000);0.7576765203614687,0.5076889207758032,;
200 Cigarettes (1999);0.5225724438784946,0.36557613331020383,;
Of Mice and Men (1992);0.6140032699789939,0.6676474559040707,;
One False Move (1991);0.389613862603437,0.8798629646026089,;
To Gillian on Her 37th Birthday (1996);0.5918368341880805,0.24443909420736418,;
Tall Tale (1994);0.7359119652776624,0.11048884815226011,;
Mariachi, El (1992);0.45364567588786125,0.7177601080580337,;
Duets (2000);0.6242272979298488,0.17977371782474694,;
First Blood (1982);0.6830763678832289,0.4571625759438893,;
Mad Love (1995);0.35383778972993646,0.19967640273127438,;
Varsity Blues (1999);0.7440113041096146,0.16051006484656435,;
Even Cowgirls Get the Blues (1993);0.3761524815888177,0.24753896558765623,;
Radio Days (1987);0.41795792489178724,0.7649232710912655,;
Mildred Pierce (1945);0.5353436787061453,0.7995252586928714,;
Trading Places (1983);0.6834915904955985,0.5758067690698374,;
King and I, The (1956);0.7422417812949912,0.5724659184187451,;
Welcome to Woop-Woop (1997);0.8628798601151526,-0.0015794678345138335,;
Forbidden Planet (1956);0.6156474974267471,0.7084007465953686,;
Dirty Dancing (1987);0.8342491481217673,0.18878042196715494,;
Half Baked (1998);0.6380883621487554,0.37365581082395427,;
Sunchaser, The (1996);0.1894281768013334,0.41154665157112796,;
Everything Relative (1996);0.5977371533383422,0.5953103425600924,;
Bonfire of the Vanities (1990);0.44871703408883734,0.22225130276877522,;
Happy Gilmore (1996);0.7899033099488706,0.32561497346920504,;
Working Girl (1988);0.6530154229481926,0.43975974899299036,;
Nick of Time (1995);0.6500806117834134,0.2952284775549749,;
Spellbound (1945);0.5302614772671245,0.7680707771152966,;
Say Anything... (1989);0.5471033938224039,0.768129506652908,;
Gate II: Trespassers, The (1990);0.5289748050421564,-0.24384772642839073,;
For the Love of Benji (1977);0.6466686357378348,0.0720959311860722,;
Lamerica (1994);0.5277255043159211,1.0,;
Doors, The (1991);0.5441877219322779,0.512403642615429,;
Nadja (1994);0.16110263934082106,0.7231206217353614,;
Love Jones (1997);0.7968304262955885,0.2776017657018675,;
Foreign Student (1994);1.0,0.6837940961360921,;
For All Mankind (1989);0.5477246418219772,0.947817327315638,;
Rollercoaster (1977);0.30521992489266897,0.30289161751152627,;
Swing Kids (1993);0.6876779910660632,0.32705653739697965,;
Edge of Seventeen (1998);0.32694096643060533,0.7840788454015495,;
Tommy Boy (1995);0.7681580612287437,0.33467233616886644,;
My Life (1993);0.6802504802609936,0.44402686319425344,;
Way of the Gun, The (2000);0.5913176728187355,0.4495468088811828,;
Three Colors: White (1994);0.28334183144094327,0.9015823531762908,;
Bean (1997);0.6362679350875224,0.11607022600248809,;
Fun and Fancy Free (1947);0.67390965832959,0.3794316278979475,;
Heaven's Prisoners (1996);0.5310249599413391,0.2806313362408347,;
Prick Up Your Ears (1987);0.375844225508614,0.7770353342075478,;
One Fine Day (1996);0.7609187040839069,0.253813381884462,;
Fair Game (1995);0.6470731463102335,-0.1549660659548433,;
Ghost in the Shell (Kokaku kidotai) (1995);0.5101373203826984,0.8125517162637439,;
Junior (1994);0.6685997226164369,0.08458304323214433,;
Bogus (1996);0.7941794465150774,-0.09773709134207123,;
I Know What You Did Last Summer (1997);0.7042016551635641,0.01896724773611397,;
Bringing Up Baby (1938);0.5599282720618789,0.8312383902711968,;
Death and the Maiden (1994);0.4968023196865585,0.6381257398189931,;
Casablanca (1942);0.5363502479769702,0.9542995591445281,;
Low Life, The (1994);4.639666333607677E-4,-8.897245845812667E-6,;
Pretty Woman (1990);0.8499168451287417,0.28647694047372296,;
Black Tar Heroin: The Dark End of the Street (1999);0.4189207210331458,0.6541893214294701,;
Male and Female (1919);0.2198123577809988,0.11939768973885614,;
Day the Earth Stood Still, The (1951);0.5844952901298993,0.7749856200403094,;
Monty Python's Life of Brian (1979);0.43495425354894346,0.8449330944616065,;
Razor's Edge, The (1984);0.5494269510435833,0.5336002128746178,;
Prisoner of the Mountains (Kavkazsky Plennik) (1996);0.2670010293346198,0.9020556067434136,;
Avengers, The (1998);0.4196861728005278,0.027649142872242762,;
Celluloid Closet, The (1995);0.44116032483374984,0.8792745772891495,;
Tampopo (1986);0.4041999568602171,0.8801884686032201,;
Simon Birch (1998);0.7624049737291345,0.3835699554288662,;
Tarantula (1955);0.6546678864876232,0.21075334233227982,;
Swingers (1996);0.5830246867837444,0.723836720680832,;
Naked Gun: From the Files of Police Squad!, The (1988);0.5833676845729652,0.6366962819197923,;
End of the Affair, The (1999);0.30360636701149846,0.7649683760009827,;
Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919);0.2748276238157646,0.7093023690077656,;
Cape Fear (1962);0.4775465686330059,0.7777003384321036,;
Wonderland (1997);0.21141522039701227,0.8837188846038627,;
Toy Story (1995);0.6832313633998046,0.7170202448380139,;
General, The (1998);0.4569216670735017,0.7067901156843134,;
Burnt Offerings (1976);0.6330270921434055,0.24057619382935672,;
Young Guns (1988);0.7931611969840981,0.29005975041900117,;
Highlander: Endgame (2000);0.6271908633526926,0.0024266118933255697,;
Big Daddy (1999);0.7574145894052028,0.17166479898404646,;
Trekkies (1997);0.4705622491868177,0.7359941858652239,;
Velvet Goldmine (1998);0.3590306996925201,0.5883393490859206,;
Men Don't Leave (1990);0.4306784477235207,0.5304763021393983,;
Among Giants (1998);0.7628957587722072,0.5205097946539717,;
Dead Man Walking (1995);0.5217566803824255,0.8120933755560271,;
View to a Kill, A (1985);0.7642161061453965,0.24878468476289578,;
1-900 (1994);0.13459969171383396,0.23311001396572104,;
Natural Born Killers (1994);0.2779651493924403,0.6802577914074086,;
How Stella Got Her Groove Back (1998);0.5419488708858409,0.21843077976478967,;
Rambo III (1988);0.7495579843430878,-0.13169700266082104,;
Hillbillys in a Haunted House (1967);3.365901246602081E-4,-9.676432189290092E-5,;
Crocodile Dundee (1986);0.7404327261522982,0.3406610661152304,;
Fast Times at Ridgemont High (1982);0.5695415869085508,0.6525447651290361,;
Last Dance (1996);0.4339119891646423,0.5153304683818882,;
Farmer's Wife, The (1928);0.32533519704758296,0.6327416119225262,;
Convent, The (Convento, O) (1995);0.23246609344363997,0.5924038890606248,;
Mickey Blue Eyes (1999);0.6700161128723289,0.12263202541513475,;
Last of the High Kings, The (a.k.a. Summer Fling) (1996);0.33544989976154227,0.44905849015843446,;
Wonderland (1999);0.26693445358074314,0.8004851091188916,;
Roustabout (1964);0.4931223951556384,0.23369811055596051,;
Gone in 60 Seconds (2000);0.8059802060361647,0.061850478185345274,;
Stepford Wives, The (1975);0.5096464027166973,0.518501026033605,;
Run of the Country, The (1995);0.3597663034657079,0.657025948076185,;
Puppet Master II (1990);0.6627950545332848,-0.13463727797615951,;
My Best Friend's Wedding (1997);0.7303165132937169,0.3467166756607798,;
Smile Like Yours, A (1997);0.4803107951148809,0.16298419833232372,;
Meteor (1979);0.5813363956670808,0.05214533966709013,;
Madonna: Truth or Dare (1991);0.4039184441826074,0.5366836667457758,;
Full Tilt Boogie (1997);0.49386921780779086,0.5928077478322918,;
Gate of Heavenly Peace, The (1995);0.6509525015765382,0.9675917539863845,;
Devil and Max Devlin, The (1981);0.5448837420149307,0.18308139596079143,;
Son of Flubber (1963);0.7717561921452126,0.14210761099003663,;
Black Sabbath (Tre Volti Della Paura, I) (1963);0.1990993415259487,0.872538102760714,;
Quatermass II (1957);0.2745815169230456,0.7763383738103865,;
Michael Collins (1996);0.6548816292400457,0.5071920284211829,;
Midnight in the Garden of Good and Evil (1997);0.5376181502944083,0.5057233436340476,;
Police Academy 2: Their First Assignment (1985);0.7184808216355043,-0.11158817544490278,;
That Old Feeling (1997);0.5949557481684211,0.29333606639444565,;
Long Walk Home, The (1990);0.6290761662260429,0.6281476497064369,;
Joe Gould's Secret (2000);0.3641340375157692,0.5840232432079099,;
Caught (1996);0.24945582266899735,0.7086234273861632,;
Possession (1981);0.20097484808886557,0.07528268842321427,;
Clean Slate (Coup de Torchon) (1981);0.38900900969600155,0.960890423770795,;
Something for Everyone (1970);0.0685441430367029,0.8396588933308525,;
Dead Ringers (1988);0.25357914628705236,0.7451682372487405,;
Women, The (1939);0.5052125527465522,0.7961614423385888,;
Star Trek: The Wrath of Khan (1982);0.6579360383468839,0.6159738652635475,;
Notting Hill (1999);0.7700686406786271,0.37018295976995347,;
Second Best (1994);0.31486383873447615,0.46059725139354396,;
Close Encounters of the Third Kind (1977);0.6046289950255251,0.6989562782573286,;
Death Becomes Her (1992);0.5270659401182014,0.2790324115050975,;
This World, Then the Fireworks (1996);0.5458743519580168,0.2855278661650042,;
Night on Earth (1991);0.4056740538512015,0.7760853809918282,;
Melvin and Howard (1980);0.34546528994232467,0.777935924441096,;
In the Heat of the Night (1967);0.554836216881898,0.8392676953448527,;
Kramer Vs. Kramer (1979);0.5458880585392974,0.6876075251730328,;
Quatermass and the Pit (1967);0.44214278943722624,0.7535316745231385,;
Robin Hood (1973);0.6403023574725041,0.5817159753249662,;
NeverEnding Story II: The Next Chapter, The (1990);0.5624920094433709,0.037462868203936676,;
They Might Be Giants (1971);0.3978178287572921,0.8005031048798675,;
Raiders of the Lost Ark (1981);0.7292677809413342,0.7639655483235608,;
Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965);-0.2296332486083011,1.0,;
Jupiter's Wife (1994);0.6690116503233924,0.7706543940228532,;
End of Violence, The (1997);0.38790224625442454,0.44892027896032605,;
Dream for an Insomniac (1996);0.41517931118764434,0.5594851550297247,;
Frances (1982);0.39306067051147237,0.8007294125665428,;
T-Men (1947);0.5597878538986152,0.689980159917593,;
Manon of the Spring (Manon des sources) (1986);0.4098682339156167,0.9253319658876269,;
Shakes the Clown (1991);0.26780503106813197,0.5466595049979482,;
Sesame Street Presents Follow That Bird (1985);0.6688952752055245,0.34043988706058564,;
Paulie (1998);0.6379382580956472,0.17582200412428173,;
Holy Smoke (1999);0.12378550123928772,0.7945549653809034,;
Associate, The (1996);0.6269990279528379,0.21274258392812886,;
Funeral, The (1996);0.4910748798199009,0.39985489403020774,;
Class Reunion (1982);0.4198460175091407,0.14279788788448994,;
From the Journals of Jean Seberg (1995);0.19380262982555074,0.8354828988328357,;
Three Ages, The (1923);0.16666095736849412,0.9802067150637209,;
Fox and the Hound, The (1981);0.5975172373960905,0.4968721726999115,;
Angela (1995);0.14054453358556537,1.0,;
Snow Day (2000);0.5581599576694607,-0.040660632759870446,;
Some Folks Call It a Sling Blade (1993);0.5918199275830763,0.8317448639761543,;
Brothers McMullen, The (1995);0.5188862098362766,0.5683097441774632,;
East is East (1999);0.33496945527902944,0.7868916605834667,;
Maverick (1994);0.7408985849423548,0.36880050615460297,;
Apollo 13 (1995);0.7829283751585095,0.5811172967373264,;
Henry: Portrait of a Serial Killer, Part 2 (1996);0.5137147172600341,0.24424532290619952,;
In Too Deep (1999);0.7449029349720622,0.1895450870297748,;
Space Cowboys (2000);0.7182366269450989,0.3282896874756182,;
Superman IV: The Quest for Peace (1987);0.5619433712833832,-0.1575577827876183,;
Palookaville (1996);0.2804530471712548,0.7360199295890145,;
Born Yesterday (1950);0.5016099524915417,0.8140042055773823,;
Deuce Bigalow: Male Gigolo (1999);0.6982332800025101,0.07632127913288336,;
Man from Down Under, The (1943);0.599478776793419,0.33534322899201363,;
Operation Condor 2 (Longxiong hudi) (1990);0.6458694155641255,0.47721101134863325,;
Death Wish (1974);0.697304282786678,0.33809879283551897,;
New Rose Hotel (1998);0.35391964642549195,0.3386790899488594,;
Barcelona (1994);0.35665274452184914,0.7020243249812523,;
Amityville 3-D (1983);0.2762171362159394,-0.08629015137950515,;
Big Night (1996);0.4073867380617814,0.8943474836970122,;
Cat on a Hot Tin Roof (1958);0.4307177682319424,0.8859532464768001,;
Just Cause (1995);0.7951699112085302,0.15890273645288447,;
Herbie Goes Bananas (1980);0.6752532331984661,-0.057259649844733,;
Tigger Movie, The (2000);0.440151620655505,0.31419807100910224,;
Children of the Corn IV: The Gathering (1996);0.5914314566493025,-0.32054171218415045,;
Retroactive (1997);0.5952509895562738,0.3716084041293545,;
On Any Sunday (1971);0.8491537715846462,0.24727388035146602,;
Grease 2 (1982);0.4311700034469789,-8.877424232289665E-4,;
Dr. No (1962);0.644198349901876,0.6377434137751897,;
Buddy (1997);0.7368157819081854,0.05345689206887785,;
Secret Adventures of Tom Thumb, The (1993);0.4737136328773762,0.43040681586569546,;
Bring It On (2000);0.5990634557861539,0.42570442420296145,;
Jack Frost (1998);0.6216947734723215,-0.11932779002297653,;
Dreamscape (1984);0.6652737760200301,0.4394635535926278,;
Civil Action, A (1998);0.6131017605630426,0.43955677691767003,;
Calendar Girl (1993);0.7597604559051196,-0.10793957849793546,;
Midsummer Night's Dream, A (1999);0.4595561393448382,0.5539194101728553,;
Last Detail, The (1973);0.4450701636409586,0.8054984339642841,;
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998);0.34945839768778547,0.4769715389960861,;
High Fidelity (2000);0.4424620743866605,0.8728062718037736,;
Carnosaur 3: Primal Species (1996);1.4273907722970653E-6,-9.708945252292135E-7,;
Secret Agent, The (1996);0.2496341249014279,0.6607846688511354,;
Broken Hearts Club, The (2000);0.5046607977427142,0.5616090361526961,;
Roger & Me (1989);0.33245496991620244,0.9425822338495997,;
Modulations (1998);0.53593961413216,1.0,;
Getting Even with Dad (1994);0.6557730333043476,-0.16604654917038097,;
Hear My Song (1991);0.6219366315639634,0.7272946258467087,;
Ransom (1996);0.782302029976648,0.3153437408330825,;
Fitzcarraldo (1982);0.2249534236092553,0.9494183790265044,;
Reality Bites (1994);0.5262904191308053,0.460484421797505,;
Room with a View, A (1986);0.4457255338559255,0.8494719698567391,;
Paris Is Burning (1990);0.41040810413901896,0.8930277466369597,;
Nico Icon (1995);0.5865007884382343,0.6723267986496297,;
Where Eagles Dare (1969);0.6979607915958902,0.5393819694399662,;
Best Men (1997);0.49529448228918965,0.3801176704444368,;
Where the Money Is (2000);0.6724353624919368,0.3505946665292756,;
Boys Life (1995);0.4593349974221588,0.6826098524757567,;
Last Man Standing (1996);0.6788835686479837,0.1993012835438179,;
Death Wish V: The Face of Death (1994);0.8838578589746285,-0.39356779877011366,;
Crash (1996);0.21402892415006833,0.5489297986618595,;
Gabbeh (1996);-0.23390580003213385,1.0,;
Parenthood (1989);0.6429693926703803,0.6197373043834672,;
Wolf (1994);0.67368746628385,0.2269165604412189,;
Excalibur (1981);0.5970622221281064,0.6153962935838465,;
American Werewolf in Paris, An (1997);0.6367049370278016,0.13986373377570283,;
Hana-bi (1997);0.10734814489539088,0.9824392513504292,;
Quest for Fire (1981);0.4671980751172444,0.5479239466164122,;
About Adam (2000);-0.12484935458719329,0.865366032154903,;
Office Killer (1997);0.4423887776211983,0.46573290974826226,;
Pagemaster, The (1994);0.595953350712591,0.11638022514808335,;
Head Above Water (1996);0.6644723642933771,0.28124184514005446,;
Battling Butler (1926);0.023292092127428332,1.0,;
Men in Black (1997);0.7086554006097134,0.501266186358483,;
Limelight (1952);0.26278958146318515,0.8812875574963543,;
Illuminata (1998);0.6419890079420268,0.3597804844390387,;
League of Their Own, A (1992);0.7048718476939715,0.49248589381348723,;
Good Morning, Vietnam (1987);0.7070473089809048,0.5363688538803238,;
Three Colors: Blue (1993);0.2707617152569274,0.9679952516288857,;
World of Apu, The (Apur Sansar) (1959);0.33547763910933964,1.0,;
Titan A.E. (2000);0.6256521092420981,0.38413515631934875,;
Nine 1/2 Weeks (1986);0.5540993290843771,0.3933594143764222,;
Much Ado About Nothing (1993);0.6261449481472837,0.7292371584737833,;
Dances with Wolves (1990);0.7434389685472943,0.5225971216589014,;
Sirens (1994);0.45982748964973746,0.4642757382247083,;
Godfather: Part III, The (1990);0.6733637133907454,0.39602357691699264,;
Thirty-Two Short Films About Glenn Gould (1993);0.17604873428025633,0.9328073344566122,;
Love and Basketball (2000);0.697097844430354,0.39809614934200444,;
Big (1988);0.6818376057318076,0.5908527960795238,;
Lulu on the Bridge (1998);0.3019887627220148,0.4870032510904842,;
Orgazmo (1997);0.5244959363153445,0.4275919429163499,;
Wild Reeds (1994);0.026572385194311193,0.8837425839383012,;
Bustin' Loose (1981);0.5594127971746158,0.3376289189720887,;
Greatest Show on Earth, The (1952);0.46637767407498354,0.6177504805556643,;
Othello (1995);0.6052053240640293,0.5593632737214602,;
Shadows (Cienie) (1988);-9.693179264556523E-5,6.295394978361955E-4,;
Pal Joey (1957);0.4144212256315785,0.5977312471562611,;
Battle of the Sexes, The (1959);0.5994252189546285,0.5264878542890149,;
Sprung (1997);0.4508106098550613,0.368587880723589,;
Things to Do in Denver when You're Dead (1995);0.39252036644646104,0.5594836380367764,;
Mixed Nuts (1994);0.5922772079553572,0.11701392778382666,;
Towering Inferno, The (1974);0.6535442030496776,0.24688189346881487,;
Brothers in Trouble (1995);0.3488872848992075,0.562895426141103,;
Giant Gila Monster, The (1959);0.30826267745463043,0.20763743900828247,;
Madame Sousatzka (1988);0.5487482382744547,0.483512901679777,;
Pajama Party (1964);0.7824430136825288,0.0609498858311263,;
Loaded (1994);0.6837938844302153,0.28288016984798187,;
Rain (1932);0.19816674293197162,0.9169280635153894,;
Ready to Wear (Pret-A-Porter) (1994);0.2533593676460113,0.3970393236787525,;
Gone with the Wind (1939);0.6832801004714577,0.6357169409786624,;
History of the World: Part I (1981);0.6384039739797515,0.5325089838782551,;
Ace Ventura: When Nature Calls (1995);0.6149230092077023,0.040421830497466005,;
Ghost of Frankenstein, The (1942);0.33074359821874194,0.4984417178299081,;
I'll Be Home For Christmas (1998);0.7382528071767502,0.039878714458914936,;
Sticky Fingers of Time, The (1997);0.6459414972051292,0.4790516692963073,;
House II: The Second Story (1987);0.6544477498676413,-0.0906637227143849,;
Hard Core Logo (1996);0.4182870587633804,0.9089025387883874,;
People vs. Larry Flynt, The (1996);0.43788159722161735,0.7089250765689039,;
Belizaire the Cajun (1986);0.21924415393908306,0.8472301960677274,;
Air Up There, The (1994);0.6090416913518908,0.11374257312696734,;
Stage Fright (1950);0.7205548270813275,0.5272779376097523,;
Great Locomotive Chase, The (1956);0.5461990637228503,0.7285952264684127,;
Time of the Gypsies (Dom za vesanje) (1989);0.30610191334929593,0.994674530626309,;
Seventh Seal, The (Sjunde inseglet, Det) (1957);0.317264639006902,0.99892506595596,;
I Can't Sleep (J'ai pas sommeil) (1994);-0.06685162646385412,0.9991053662324626,;
Curdled (1996);0.17688416546118366,0.7125682983510542,;
Rear Window (1954);0.5649990890939164,0.9322214392253216,;
Gypsy (1962);0.6580120373366393,0.546011642653812,;
Frogs for Snakes (1998);0.352149813884998,0.2476744000733818,;
Grapes of Wrath, The (1940);0.45383720968872826,0.9107936490169836,;
Phantasm IV: Oblivion (1998);0.7276356082661507,-0.06192321226020059,;
Ferris Bueller's Day Off (1986);0.673804800118926,0.6885738424741065,;
Diva (1981);0.3597169021769486,0.90237934598874,;
Inventing the Abbotts (1997);0.586691669236678,0.386223763988179,;
New Jersey Drive (1995);0.2788491793258673,0.6097607666795368,;
Tarzan the Fearless (1933);0.48670707256247225,0.5225162295792781,;
Two Thousand Maniacs! (1964);0.825152581422461,0.1380493387336028,;
F/X (1986);0.6661411296015951,0.5049223527695603,;
Brassed Off (1996);0.4921800338261778,0.6281556204228067,;
Trial, The (Le Procès) (1963);0.1531407101666813,1.0,;
Character (Karakter) (1997);0.1268611489063944,0.9475167740457194,;
Return of the Fly (1959);0.3822208425928367,0.32518757870299364,;
Thunderball (1965);0.6792089998277303,0.5224137212761858,;
Four Weddings and a Funeral (1994);0.5247312125959661,0.6948341860356636,;
101 Dalmatians (1961);0.6838041661895777,0.511866572659728,;
Who Framed Roger Rabbit? (1988);0.528726221251084,0.6421237070335644,;
Babysitter, The (1995);0.7057614989918444,-0.002843051237315442,;
20 Dates (1998);0.47634660063034207,0.3838049232865495,;
Insomnia (1997);0.25988241462356126,0.9021682491700072,;
Black Sheep (1996);0.7574276964778643,0.0989826038576993,;
Family Thing, A (1996);0.5850372744715538,0.58017922560762,;
Barney's Great Adventure (1998);0.3234658149407889,-0.09850825439985891,;
Courage Under Fire (1996);0.6793822800600684,0.48306032378536073,;
Sid and Nancy (1986);0.3156293136057178,0.7423584687364625,;
Indecent Proposal (1993);0.6118390046843617,0.16556493222855964,;
Face/Off (1997);0.7181782348305982,0.32503034100017913,;
Crow: Salvation, The (2000);0.14575325819305873,0.356899583161522,;
Telling Lies in America (1997);0.7644894378132017,0.304718168972377,;
Mr. Wonderful (1993);0.4351734180378497,0.3404540237411128,;
Five Easy Pieces (1970);0.32572072322273654,0.8937444080125926,;
Dante's Peak (1997);0.7659108119018428,-0.0042424187650230635,;
Mr. Saturday Night (1992);0.39561215087594603,0.3673845112014846,;
Thieves (Voleurs, Les) (1996);0.25942617071837004,0.8211819477719368,;
Seven Beauties (Pasqualino Settebellezze) (1976);0.05929532998131207,0.9914956857568005,;
Walk in the Clouds, A (1995);0.7128141571183597,0.18695635853116943,;
Amityville 1992: It's About Time (1992);0.4925626443691342,-0.16977970461338035,;
Open Your Eyes (Abre los ojos) (1997);0.23392961694324071,0.9564399754528449,;
Kelly's Heroes (1970);0.5928440891725212,0.6733619085361863,;
Out to Sea (1997);0.7577182141936437,-0.008627437253818749,;
Rocky II (1979);0.6731778983165975,0.292016585060109,;
Lethal Weapon 2 (1989);0.7986888098002624,0.31944457547962063,;
Cool as Ice (1991);0.6718838321757374,-0.1882760681066328,;
Drop Zone (1994);0.7250462819823058,-0.0019294451067515435,;
Colonel Chabert, Le (1994);0.6251873758760425,0.6120512826506479,;
Jerky Boys, The (1994);0.5023469941665571,0.010790352486649545,;
Santa Fe Trail (1940);0.5431087907534544,0.5274768842847022,;
Stanley & Iris (1990);0.4494166169847978,0.4666397064191738,;
What About Bob? (1991);0.6393148538279676,0.4031820306870824,;
Great Race, The (1965);0.6350055174060623,0.4962299997724517,;
American President, The (1995);0.7604686594148669,0.46427494668944863,;
Let's Get Harry (1986);0.6946237455208433,0.019235313070173184,;
Ready to Rumble (2000);0.633844623311813,0.03293878826133868,;
Rent-A-Cop (1988);0.4376211371968576,-0.09120797021841254,;
Star Wars: Episode V - The Empire Strikes Back (1980);0.6801871062785522,0.7476414789382314,;
Blown Away (1994);0.7025587963324194,0.22392590680472335,;
Judy Berlin (1999);-0.10653937936672407,0.8677084066471782,;
Small Faces (1995);0.13777274667585587,0.27452733929028067,;
Naked Gun 33 1/3: The Final Insult (1994);0.5714134405258602,0.29967002187245984,;
Spy Who Loved Me, The (1977);0.6857489698381548,0.4543545169843012,;
Cabinet of Dr. Ramirez, The (1991);0.512918188766818,0.5068602220708123,;
Saving Private Ryan (1998);0.7462713974015445,0.7037210890102723,;
Thomas Crown Affair, The (1968);0.7382720847209483,0.4295533380266262,;
In the Line of Duty 2 (1987);0.47153490624410865,0.2622670531867275,;
Two if by Sea (1996);0.5833932891644426,-0.03239900957458518,;
Toys (1992);0.6020932432212512,0.16447084932735115,;
Wayne's World 2 (1993);0.5533482266874932,0.3198056559450269,;
Topaz (1969);0.5429044631876347,0.4591396829577807,;
Mummy's Curse, The (1944);0.702748547773477,0.34068731018009535,;
Crucible, The (1996);0.36767235298037737,0.6387961326947941,;
Stop! Or My Mom Will Shoot (1992);0.5157689254455746,-0.23034356217895477,;
Nixon (1995);0.3599854130734678,0.7252837623852788,;
Open Season (1996);0.43839461982221006,0.4572061085754219,;
Hud (1963);0.470074128832179,0.8601129427767322,;
Betrayed (1988);0.6252088616021246,0.47578871304130815,;
My Favorite Year (1982);0.4550546047454288,0.797171288691634,;
Gordy (1995);0.305226901371051,0.11150949419273971,;
Girl on the Bridge, The (La Fille sur le Pont) (1999);0.11451373550781722,0.9933047383762194,;
Species II (1998);0.5539474061907316,-0.07372061370006992,;
Tex (1982);0.41367922076516783,0.6094549077878405,;
Home Page (1999);0.5752720664272791,0.5959467870845334,;
Mary Shelley's Frankenstein (1994);0.6879012284132932,0.21173010214391078,;
Endless Summer 2, The (1994);0.6132342752147698,0.46499058906632496,;
Dream Man (1995);0.2601335287258264,0.10513093445822945,;
Doctor Dolittle (1998);0.697851438553181,0.1201634939274863,;
Land and Freedom (Tierra y libertad) (1995);0.10064611790140202,0.9965625824481742,;
Man Who Would Be King, The (1975);0.5290997078919424,0.8334609987853371,;
Atlantic City (1980);0.40062094764780637,0.8358281696281201,;
Unforgiven (1992);0.5137705205650874,0.8374270978105659,;
Night of the Creeps (1986);0.6208193569609577,0.11364803773153792,;
Guantanamera (1994);0.6255054989801802,0.5413186488965238,;
Funny Bones (1995);0.0015405605036225077,0.8542339612719755,;
Gone Fishin' (1997);0.3922616414158066,0.015562762204666644,;
Diabolique (1996);0.44500445736154476,0.30507455190367666,;
Trick or Treat (1986);0.565456541952886,0.17797499473032563,;
Glass Shield, The (1994);0.12929593250069935,0.6407958883130799,;
Dead Again (1991);0.6745337025860451,0.6280166981127937,;
Mommie Dearest (1981);0.43732284313441,0.5684960327564186,;
Vampyros Lesbos (Las Vampiras) (1970);0.25065558959080947,0.839394010745268,;
Condition Red (1995);0.5397888203838502,0.5754245436368024,;
Vacation (1983);0.6765356087393936,0.5756035378948935,;
War at Home, The (1996);0.3099712229603688,0.46084435688699166,;
One Little Indian (1973);0.904591813102923,0.3782784290424337,;
Traveller (1997);0.3837063624568655,0.6195635175438435,;
In Love and War (1996);0.7854286809177426,0.12337412577438601,;
American Strays (1996);-0.003041239553040406,0.5617092487238684,;
My Science Project (1985);0.6275393051462481,0.2569757647048968,;
Elstree Calling (1930);2.531530061672466E-4,8.779389690502384E-4,;
Tales from the Crypt Presents: Bordello of Blood (1996);0.7019609495255659,0.021112240375566294,;
Pinocchio (1940);0.565808505354702,0.6436538843713944,;
Red Violin, The (Le Violon rouge) (1998);0.601388159967315,0.7150160425041887,;
Cinema Paradiso (1988);0.5559614785197304,0.8803166775154577,;
Pi (1998);0.3434361746238583,0.8420822155641167,;
Erin Brockovich (2000);0.7775652272062106,0.532118428257405,;
Glass Bottom Boat, The (1966);0.6408825018302103,0.32619985278554947,;
Losing Isaiah (1995);0.6337254917532185,0.36760089462158047,;
Three Days of the Condor (1975);0.6000451730421287,0.7454890932095594,;
Rocky IV (1985);0.7212163116449569,-0.012547289064102123,;
Screwed (2000);0.7050243884866181,0.027551523880836374,;
Stealing Home (1988);0.7150561751598339,0.27750941810299123,;
Halloween II (1981);0.7716283733341697,0.02951073575406092,;
McCullochs, The (1975);1.6189062461213014E-5,6.1072426726604065E-6,;
Princess Mononoke, The (Mononoke Hime) (1997);0.5077130208885846,0.8467861316684375,;
Sandpiper, The (1965);0.6546815038938978,0.2827050293763233,;
Original Gangstas (1996);0.4066756752898374,0.360272754085669,;
Hudsucker Proxy, The (1994);0.35878580002906874,0.7632089906805105,;
Godzilla (Gojira) (1954);0.3747722780144614,0.6419348644014521,;
Ilsa, She Wolf of the SS (1974);0.5573050999563683,0.3416944045525133,;
Christine (1983);0.6115373405948415,0.31679719193082206,;
